Go term ,GO:0042221,GO:0000278,GO:0006366,GO:0023052,GO:0055085,GO:0006974,GO:0051321,GO:0006811,GO:0006281,GO:0006325,GO:0048285,GO:0006629,GO:0033043,GO:0005975,GO:0071554,GO:0051726,GO:0006364,GO:0007010,GO:0006468,GO:0007059,GO:0051186,GO:0006520,GO:0002181,GO:0006310,GO:0055086,GO:0007005,GO:0018193,GO:0006091,GO:0031399,GO:0032787,GO:0051603,GO:0015931,GO:0070925,GO:0043934,GO:0070647,GO:0006260,GO:0042274,GO:0051169,GO:0006605,GO:0048193,GO:0006397,GO:0006873,GO:0000746,GO:0006979,GO:0016570,GO:0042273,GO:0006401,GO:0006897,GO:0008033,GO:0006417,GO:0006457,GO:0000910,GO:0008380,GO:0009451,GO:0016050,GO:0051052,GO:0048284,GO:0032543,GO:0045333,GO:0009408,GO:0032200,GO:0006970,GO:0006470,GO:0006869,GO:0042255,GO:0007033,GO:0006997,GO:0007124,GO:0061025,GO:0051049,GO:0007114,GO:0016197,GO:0001403,GO:0051604,GO:0006887,GO:0043543,GO:0006766,GO:0042594,GO:0032196,GO:0008643,GO:0006352,GO:0007031,GO:0006865,GO:0008213,GO:0006354,GO:0009311,GO:0006360,GO:0048308,GO:0006486,GO:0000902,GO:0006414,GO:0006413,GO:0006353,GO:0000054,GO:0043144,GO:0006497,GO:0006383,GO:0006418,GO:0010324,GO:0043167,GO:0016787,GO:0016740,GO:0003677,GO:0003723,GO:0005198,GO:0016491,GO:0022857,GO:0016887,GO:0003735,GO:0030234,GO:0016301,GO:0019899,GO:0003700,GO:0003729,GO:0004518,GO:0003682,GO:0008289,GO:0004386,GO:0008233,GO:0016779,GO:0016874,GO:0008092,GO:0016829,GO:0016791,GO:0008168,GO:0019843,GO:0016757,GO:0008134,GO:0003924,GO:0051082,GO:0016853,GO:0016798,GO:0030674,GO:0008135,GO:0005085,GO:0032182,GO:0008565,GO:0042393,GO:0030533,GO:0030555,GO:0005737,GO:0005634,GO:0016020,GO:0005739,GO:0012505,GO:0005783,GO:0005886,GO:0005694,GO:0005773,GO:0005840,GO:0005740,GO:0005730,GO:0030427,GO:0005856,GO:0005933,GO:0031410,GO:0005794,GO:0005938,GO:0005618,GO:0005576,GO:0005815,GO:0005777
GO:0042221,0.719987515050277,0.4902588697314849,0.43155054718547353,0.5261648419830287,0.5055687925673769,0.6033125723914867,0.5119707793119633,0.5032970148552611,0.591884104626308,0.5078644585071587,0.4779308727426222,0.5110273685274372,0.47606463729992426,0.5116181609018526,0.5216149271297527,0.4831894547376978,0.44755982650225523,0.4885847010722511,0.48038197532915583,0.49613290686978045,0.5037126422096793,0.5007777115091072,0.4391056590091785,0.462860951771509,0.506377521025537,0.48113000243163245,0.46231507002431627,0.49545788621043757,0.46414586194305607,0.4760924167522884,0.4801389104485212,0.4722720578650675,0.48155642626254763,0.5039793522705528,0.47261840880368566,0.45979055468666125,0.467392778977968,0.4870437835753881,0.48061674836733015,0.47608100067866804,0.4556496005007425,0.48661547127624255,0.677126916310482,0.6161251464800143,0.4803971843954697,0.4755168008120792,0.46754373868077626,0.4693466435639681,0.4349557615045806,0.46020367492543834,0.513931189516882,0.4762661339444083,0.45096790461808317,0.4736082460312638,0.48046750497830887,0.46352998754208236,0.4806907376832435,0.4280566049121826,0.4773650975212175,0.6093650527836948,0.46424434724806063,0.6216790179933976,0.45572835282766444,0.4769346405789049,0.44762467374034576,0.477494848276031,0.4704332721145184,0.6836266154742564,0.4809667339875747,0.4826561496965519,0.6855962518795138,0.48048964625374474,0.6835716207150537,0.46699746230990646,0.48794926997637894,0.4454017496338854,0.48959544620288104,0.6083335514678673,0.473447222218998,0.4716482466181099,0.43902834767554844,0.47071829505152096,0.46620461476818476,0.44363297117958195,0.4323084133293691,0.4716073348876696,0.4216120214987429,0.4509435138026344,0.4889449478760393,0.5010952916460644,0.4843009977930871,0.48380911931404064,0.4318397671122188,0.4774976570479735,0.4160445626295242,0.44229758199139757,0.4273507300280044,0.4545453121596443,0.446225120107644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0000278,0.31057823425138187,0.7270314297710966,0.4659693434624858,0.4866907973414975,0.45587321526316155,0.5274095913586854,0.6829286935812323,0.4543658415799053,0.51438757662096,0.5408389285780889,0.5149833289909038,0.4606636506104249,0.4305449525543783,0.4610526641108968,0.5636852576321466,0.4384026689245923,0.45741342312838007,0.5210939887452055,0.4990371014930327,0.5510523345969447,0.5375462386534139,0.4952409738627559,0.47127863429900224,0.4953437685119251,0.5011540654943198,0.5168394986090086,0.4843458901130805,0.5332610517650893,0.418926497016385,0.4957239727731412,0.4317605354621887,0.4295558945032102,0.5175485055571951,0.4647652394880605,0.4904927917059258,0.49345025153516503,0.43187914779491143,0.4448857924212107,0.4370704356016371,0.43261128822015,0.4656134496144896,0.5285590708422561,0.6458529859305663,0.4609781279790005,0.5111205155592339,0.4378058024306523,0.497734227594152,0.4284122387157352,0.44927338818829526,0.416545018158275,0.5600393209755943,0.530574628825675,0.46230178933445226,0.47555985139132095,0.5164576878269209,0.42106369646199904,0.5165859836802765,0.4641637769649402,0.5006397087173364,0.45578451889416116,0.5003736219271124,0.46549932632133895,0.4861433153023145,0.43265052553408845,0.4910148862868827,0.5147303952189175,0.510564249688993,0.6429599456079143,0.5186002829097139,0.43998877040879947,0.643939128619277,0.44027440741535995,0.590451876472683,0.42585163915799557,0.5385862172987878,0.4739332197426897,0.4480317911423408,0.4549857811744924,0.538639522707599,0.42897476045167743,0.45988451927369906,0.5107322758850295,0.4252890371759585,0.47281985044481617,0.45537634394314586,0.4300320191891927,0.4594762610945329,0.49862502395794756,0.478882558305226,0.5309534936388143,0.5049356695007553,0.5269885751819916,0.45506082634399764,0.44067847262118937,0.4369943454192821,0.4719784727071343,0.46324200370928775,0.45684235262959016,0.49747594228593617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006366,0.2897190118490829,0.3012658541203145,0.7682837995602406,0.41769077750629774,0.40561993024587467,0.4633437734259773,0.4667740821923445,0.4040988331006949,0.5992595184182343,0.4719938355872338,0.45048420100951236,0.5291058425559164,0.38553384259312806,0.5294087753821783,0.4882797541115388,0.39041639253975885,0.6185898504442441,0.4574016079000164,0.5796642535272621,0.47224533338289726,0.5390318649637664,0.5092488258813539,0.6246320319119251,0.5944788877603066,0.5932112436401318,0.4525825019992818,0.5729079450401141,0.535072017622708,0.37730240114347785,0.4917366435050862,0.5413305435939946,0.382947250003855,0.4529682608295168,0.40300963066840106,0.5773353521916591,0.5928737810275495,0.3779486868708951,0.3927653681638954,0.38862655872268514,0.38555793415154166,0.6268735958632589,0.4613509235808036,0.5740185111582803,0.4070905141864196,0.5693892805640876,0.3840639777323083,0.6295907447636547,0.3808226844875178,0.6135207443770053,0.37469865431580285,0.48360694478026334,0.45664626244205425,0.6245014056187114,0.6367157650850875,0.45215167005426815,0.3770103723821655,0.4522984734308386,0.620083247781053,0.5068823204725195,0.4017212017626116,0.4400333560127708,0.41120428566153566,0.5679526578583187,0.3861556355348683,0.4288981813869218,0.45019627866361006,0.44548688152496363,0.5719771343081473,0.4528880245588279,0.3899152898963262,0.5726651740066382,0.3880545461829863,0.5227693501517366,0.5401313875263485,0.46476958911461863,0.5652791319565024,0.47211062501723317,0.4008946523689904,0.4567186347382236,0.3825239517956034,0.6587011148882163,0.44567623206708534,0.37872105521646887,0.5644544435913691,0.6560880074741211,0.5025421927566097,0.6972503536117549,0.4319927689479064,0.5689250183265688,0.4659554717534464,0.6507874022099412,0.5292365520903269,0.6559041521019713,0.3849638372323735,0.6060622925108994,0.563828455619301,0.6989741290798162,0.6051824739925256,0.4287985905720999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0023052,0.3040489243381699,0.25984965559792006,0.2456255579806458,0.712596035621172,0.4849155945308983,0.4807018720935985,0.5147679176129748,0.48373707354574397,0.46720779047108746,0.4976116770952279,0.4710168987082035,0.49051956820019216,0.45583345299774036,0.4908144968272638,0.5122938974118035,0.4671284121044912,0.41668609677417767,0.47699227759413243,0.4477853008067388,0.4991854645856938,0.48658921035649566,0.48524212516230464,0.4229427976155576,0.4441387484719827,0.49290073233179327,0.47283221720340596,0.4354692883258622,0.4822240244431145,0.4407322953518833,0.4500340009098694,0.454442231598382,0.45771132864967057,0.47358869271505316,0.5092132932018375,0.44150651597805474,0.44240393793155025,0.47070286246506277,0.4789814548524712,0.4668059937297199,0.46092427702005906,0.42585048861022845,0.47654882847658175,0.6068511449872255,0.49492040954250877,0.466503622803582,0.4754616288805701,0.453329878830285,0.45835326606928917,0.4091109042473401,0.439241551809923,0.5085143549303761,0.47831057964189133,0.42260092882393535,0.4478262970834755,0.47245594092934085,0.4466114201798922,0.47258553315808877,0.4159482182529292,0.4703568311885256,0.49093169983391666,0.4558364593348626,0.4992346940350874,0.43495410609808216,0.4600250496122164,0.4467948200953128,0.4707673224468615,0.4666845251529792,0.6189526464923186,0.4748108650506396,0.4717828835287043,0.6225424103488437,0.4753046070315201,0.6188535916465452,0.4546404775639449,0.48651896293774777,0.42523937248223437,0.4839493732565466,0.4903161454510845,0.48628476287521727,0.4569858890539633,0.42226519220104736,0.466849628792141,0.4541698667424144,0.42414117722625266,0.4180328747920515,0.45973579841944157,0.4113110006577265,0.45496315957066524,0.4790101050901377,0.4874134600106438,0.456577652557724,0.47582927946274195,0.4177391925406951,0.48067230526422433,0.39783148811134983,0.4233141319043958,0.41500790827348766,0.43954003011061854,0.4540637879873836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0055085,0.35547788304832256,0.2953114284735066,0.2765530148997053,0.28945268843597427,0.733750122504687,0.4625185638815501,0.4739493496786851,0.6753171640523425,0.45373552230243325,0.47281730414019946,0.445545678139067,0.47720139145925594,0.44608220202820836,0.4777665077929938,0.4849517180774282,0.4517927849626631,0.4220602812729482,0.4558661851356538,0.4513627788977046,0.45970281042761063,0.4702106424901834,0.46735673143396705,0.4126976615574779,0.43414985021353036,0.47202523067454477,0.4486515311596577,0.43472671690042197,0.46225533220664317,0.4359324286247183,0.4468600821386284,0.45040468269242756,0.6497330097891673,0.44897091226053143,0.4662278335532765,0.4443230497777818,0.43122794218649807,0.43398092900071084,0.649624321507113,0.641445985299545,0.652956196154991,0.429131897257522,0.4538513802879736,0.6301473678335837,0.4730629838718992,0.4489704343100535,0.4419918892787945,0.4376034693206795,0.6494249732251082,0.4103382008822867,0.4321099587740347,0.47737674880246533,0.44219357086561806,0.4248284027493089,0.4446206432191077,0.4480080713766556,0.4344742902512046,0.4482258061646537,0.40222202799685325,0.445059783981264,0.4656203577052146,0.43365929002183934,0.47865386594151865,0.4281142733857862,0.6525654170190824,0.41733573828316123,0.445122185878014,0.4382511358169022,0.6362598467634979,0.44810399039434134,0.45047223783547835,0.6381223714029088,0.6457848532732411,0.6362095737176652,0.4368118177643073,0.6447214266698453,0.4188743433772823,0.455688885946163,0.46448533195669467,0.43692214405963803,0.6490647388441867,0.4127221593985434,0.4385259659602985,0.6456753571126392,0.4172100574288358,0.40636079780223905,0.44082512439949506,0.39618164133143274,0.41915234676568724,0.45589897591429906,0.4673482453161018,0.4543357880993535,0.45097700958245546,0.4059182437534994,0.6018313368700716,0.3925583085915223,0.4159501583196205,0.4016371091667673,0.4262031400873786,0.41397472214891634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006974,0.4456945811910748,0.33485048624080155,0.31752215298183295,0.27736021818784257,0.3188155625483416,0.733750122504687,0.5283111259276075,0.4606062297783304,0.6939178770625787,0.5335967363619821,0.5072301969749208,0.4672522245749276,0.43704710171849925,0.46774664373973346,0.5541018055689196,0.4433485427046405,0.46417335577680524,0.5152539836285813,0.5030900721682623,0.5363504710981561,0.5325867409156507,0.4970765651152611,0.4694976341576468,0.4932025624141543,0.5019590751403804,0.509653163636976,0.48686443125044626,0.526728551793495,0.4266072703221598,0.4976916174525567,0.44027347878900636,0.4339506678160291,0.5101825540872532,0.4613070221936043,0.49462863439740573,0.4908009552478906,0.4294246973622972,0.4468003870376053,0.44118056050356375,0.4372294819281715,0.47160178301174815,0.5206667308766311,0.6594016426267248,0.6297968082489518,0.5067701656063052,0.43664821453938196,0.4942120492344938,0.4314701041038305,0.4541496474300535,0.4233254402688805,0.5488581236330928,0.5169508155870416,0.46779677097211614,0.4807666414002254,0.5091543733849773,0.4263440464340232,0.5093232992433289,0.4607777347958632,0.49532810445748343,0.6248427360334635,0.4939305518091048,0.6326794576786327,0.48544304166383273,0.4379214003520165,0.48133166997266785,0.5068984810888566,0.5015012032944334,0.6572028209387673,0.510347439586918,0.44298675353451067,0.6579463828903486,0.44109658466780954,0.6130423421656005,0.4294272148714805,0.5263028580647028,0.47388413640749605,0.44900393474767136,0.6240799432135206,0.5197414412221123,0.4334118618385368,0.46025963002368947,0.5017181323941495,0.4287436428733987,0.4725072441170625,0.4547869036601489,0.4334172746193075,0.4554334074260187,0.4862819353828446,0.48002836017312667,0.5256997020791689,0.5068280083533155,0.5183044146774282,0.4544062402939569,0.4382344678959667,0.4389253371496639,0.47146880439252664,0.4600120154948439,0.45906815069395973,0.4833004855599265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0051321,0.31268391504631876,0.5178835913895746,0.3025894528546108,0.2612679264866269,0.29719839886072524,0.33658261530150485,0.7270314297710966,0.4725500622762558,0.5153343086576505,0.5416804406352436,0.5157316236442016,0.47918382523448555,0.44651920112493254,0.4795401047995676,0.564480076663791,0.45598812619999396,0.4586114611878106,0.5219383681912939,0.5002530612875559,0.55160659077015,0.5384762275879561,0.49634129962420864,0.47213859747925063,0.49626773913457867,0.5022270051717465,0.5176162338238088,0.4854383812013976,0.534113527446184,0.43320090567435365,0.49683189819074,0.446671209964221,0.4467213099908426,0.5183211659694759,0.4898345704665396,0.49168298500504803,0.4943463489046147,0.45377709958559415,0.4649199828500878,0.455062998090749,0.449908601652325,0.46680524744448554,0.5293391196461215,0.6478913556740618,0.48125581841835086,0.5120009536090261,0.45928421727502655,0.49860783341398807,0.44632364600723334,0.4503544693127877,0.4311424406526534,0.5607583344398309,0.5311261180097547,0.46345432819142024,0.47674936236224164,0.5172285060033555,0.4369527370603767,0.5173588147727616,0.46492848065642317,0.5014440136532278,0.4764906500085267,0.501131268341682,0.4857774055675185,0.4870987976580192,0.4495484987959129,0.4916112907325981,0.5154718130151642,0.5112441195065103,0.6450316938051747,0.5193379483462486,0.45892646634315143,0.6460007539455873,0.46063276250547375,0.6110434690429752,0.4432191691373882,0.5392106494825877,0.47487634073117757,0.4689272441199746,0.4757576752637697,0.5390032223184803,0.4460705056425553,0.46079503855893245,0.5114145898160727,0.44268348372400296,0.47374771809716093,0.45622916678291764,0.44787232760032597,0.4601964645603941,0.4991401334974765,0.47989510902712146,0.5318526577810416,0.50606945470986,0.5277330590307742,0.4559096814517494,0.46326565258202257,0.4378953471022411,0.4728914452414087,0.46400868554165814,0.45782933693647526,0.4979156376173935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006811,0.35175163473244553,0.2927951606993698,0.2743747313367087,0.2870441413235706,0.5237840038674358,0.3158483083900222,0.2946470280801106,0.733750122504687,0.45177787430829114,0.4709898152432809,0.443993760057378,0.47500089122515343,0.44410042540602446,0.4755526123564976,0.48307841588975886,0.44990955042405606,0.41987732590402804,0.45409824381354047,0.4489361096150916,0.4583904173883221,0.4681673024322188,0.46538635235256615,0.41105919504833477,0.4322918996826146,0.4700935662423601,0.44703699935605407,0.4326018937419982,0.46039625901446785,0.43391015322521287,0.444676461065114,0.448214051465366,0.6485686583772651,0.44736663071462823,0.46495101412119316,0.4419943715941568,0.42943473320842135,0.4328225095634956,0.6484860729667433,0.6401330469727151,0.651771030361852,0.4269431696934475,0.45214602410204957,0.6250379117447086,0.47114738565001457,0.44717498069471795,0.4406799567327128,0.4358716508770402,0.6483782708461086,0.40839857487974884,0.4301965248575689,0.4756810927518349,0.4409476359394981,0.4227159244724155,0.4424669531375353,0.44640657471324,0.4326762358855173,0.44661988070047604,0.40077422127977674,0.4435092283005092,0.46387360569321573,0.43213368379416794,0.4766477111001533,0.42623390115660004,0.6513206158041978,0.4161479380891472,0.4435824604963043,0.43684605623986855,0.6313264093259878,0.44656024580357095,0.44876041004290285,0.633239600039011,0.6447504490866168,0.6312730127585029,0.43514159033845395,0.643710177540506,0.41707153059728697,0.45411427179735553,0.4627666701284721,0.43604451895774304,0.6478958690877437,0.4110628109336354,0.4371155598323449,0.6707315035949726,0.4154353869353391,0.4048227409860123,0.43914401104576806,0.394827228924035,0.4180987887152633,0.45418462130200504,0.4654418715665804,0.45205301916487406,0.44935646618907055,0.4043882099871247,0.6006794947784257,0.39097502376492754,0.4142035619572909,0.4001873572775937,0.42451619217708975,0.4130662983599162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006281,0.4436693213057904,0.3335495006779213,0.48414501533457344,0.27612686495226063,0.31714546461400267,0.5688038232354231,0.33526495037075305,0.31421121897615534,0.7521532771676929,0.5216147689979688,0.49586443210503706,0.5670081535451402,0.4291898775987772,0.5674067752627658,0.5408652646022027,0.4348015306210285,0.6316755049047786,0.5042079536307161,0.6152596462663095,0.5219910729037314,0.5770826414660667,0.5450710812219093,0.594214393457903,0.7141584609298596,0.6373353014745069,0.49838347986939463,0.6066707982594648,0.5719959869729141,0.41947367946223063,0.5270743588382273,0.5772829376520616,0.4255960396037001,0.49884189080271313,0.44939210650095107,0.6122738542880946,0.7126001885899366,0.4190227865671704,0.4371995277129687,0.4324635369523181,0.42881369390150326,0.6408715020492756,0.5088653962215971,0.6491308329606805,0.617572278787935,0.6022771315068194,0.4264223636149136,0.6424844703700101,0.42280373529863835,0.6249737750246962,0.41606824197281933,0.5352810794904895,0.5034797851571765,0.6379204604224034,0.6517924244191159,0.4978639935963624,0.41854432702665256,0.49803987442499165,0.5877699893486581,0.5406987666473294,0.612272772749412,0.48334043999906645,0.620659683969323,0.6004989522721925,0.42967231181939375,0.47013761787716407,0.49551874727763806,0.48990603859631426,0.647100525136354,0.4987398237344982,0.4338630362986094,0.6477872457960474,0.43135936112009843,0.6029660559431489,0.5736694976994887,0.5130046858041893,0.5972044020788148,0.5049119922319057,0.6114581730504824,0.5043817803307237,0.42508699977035413,0.6246740973877796,0.49013458984945457,0.4203013961525227,0.5961948824311297,0.6207393612638379,0.5356594330180015,0.5925334675014969,0.47409788537169273,0.6017017152165066,0.5145134507903752,0.6258715102840531,0.5646455966756394,0.6204634620856374,0.4275145367192489,0.6151716213521575,0.5954303050516473,0.5964313720122998,0.615346419838391,0.47059226478358723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006325,0.33743702520780916,0.3352231464679758,0.3178483001217791,0.27771356729077606,0.3192944389030155,0.3567206733130101,0.33696006548801455,0.31631769362553813,0.35520288176050746,0.7270314297710966,0.6251248840484767,0.47779465130386045,0.4462133793084408,0.47826971776382193,0.5675667117090198,0.45348093156779473,0.4699402492433305,0.6321683155141612,0.5108780758814124,0.5511650920735778,0.5440303610327349,0.5053446705485185,0.4780573537600545,0.5026071768983864,0.510696421247871,0.627261006065331,0.4946041295042965,0.5385305598456281,0.43478244265731675,0.5059402276572834,0.4487539979969771,0.4438837733758284,0.6278897570829655,0.47617687743399045,0.5021272332729372,0.5002976578625589,0.5689266876804729,0.4584546030429396,0.4515775932812897,0.4472172321184643,0.4778283579478281,0.5327609963467088,0.6686341072168375,0.4763239344378355,0.6692322634089192,0.57605720355799,0.5040992189011877,0.4418838900493528,0.46013938114373754,0.43172497080569705,0.5627356262305596,0.5309452691678137,0.4740406288875015,0.48751267210726207,0.6268205940708219,0.43552679497445684,0.6269694785020791,0.4696045951973785,0.5058434435612473,0.47006586968765857,0.6107785433634106,0.4814267413613092,0.49414731268701767,0.44765532996590784,0.5996257233700745,0.6248319683972188,0.6200452189681896,0.666253730977088,0.6285294030146723,0.4539710252891876,0.6670590988396419,0.452997685707202,0.6236483488820386,0.43951117561565506,0.5400457294398888,0.4820171026953687,0.4611982951945935,0.46911233525309654,0.5357382224043556,0.44329816491164803,0.46782984348634143,0.620239887452236,0.4388500924556485,0.48068452553834357,0.46249601847278304,0.4437751905833379,0.4643200889361224,0.6063732035814144,0.4879764519837985,0.6392989213137857,0.5153818871966466,0.5306070414673206,0.46212209643145297,0.4515899251597908,0.44532490384225815,0.4796736117165077,0.4687598231060307,0.4660165337278043,0.6043803678080301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
